instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_c,atemp_c,hum_pct,windspeed_kmh,season_lbl,weather_lbl,day_segment,is_peak_hour,casual_share,registered_share
3309,2011-05-22,2,0,5,18,0,0,0,1,0.66,0.6212,0.61,0.2239,120,238,358,27.060000000000002,31.06,61.0,15.001299999999999,Summer,Clear,Evening,0,33.5195530726257,66.4804469273743
3310,2011-05-22,2,0,5,19,0,0,0,1,0.66,0.6212,0.61,0.194,107,193,300,27.060000000000002,31.06,61.0,12.998000000000001,Summer,Clear,Evening,0,35.66666666666667,64.33333333333333
3311,2011-05-22,2,0,5,20,0,0,0,1,0.64,0.6061,0.65,0.1642,57,174,231,26.240000000000002,30.305,65.0,11.0014,Summer,Clear,Evening,0,24.675324675324674,75.32467532467533
3312,2011-05-22,2,0,5,21,0,0,0,1,0.62,0.5909,0.73,0.194,27,109,136,25.419999999999998,29.544999999999998,73.0,12.998000000000001,Summer,Clear,Evening,0,19.852941176470587,80.14705882352942
3313,2011-05-22,2,0,5,22,0,0,0,1,0.6,0.5606,0.83,0.1343,35,86,121,24.599999999999998,28.03,83.0,8.9981,Summer,Clear,Evening,0,28.92561983471074,71.07438016528926
3314,2011-05-22,2,0,5,23,0,0,0,2,0.58,0.5455,0.83,0.1343,19,46,65,23.779999999999998,27.275,83.0,8.9981,Summer,Mist,Evening,0,29.230769230769234,70.76923076923077
3315,2011-05-23,2,0,5,0,0,1,1,2,0.56,0.5303,0.88,0.1343,23,18,41,22.96,26.515,88.0,8.9981,Summer,Mist,Night,0,56.09756097560976,43.90243902439025
3316,2011-05-23,2,0,5,1,0,1,1,1,0.56,0.5303,0.88,0.1045,4,5,9,22.96,26.515,88.0,7.0015,Summer,Clear,Night,0,44.44444444444444,55.55555555555556
3317,2011-05-23,2,0,5,2,0,1,1,3,0.56,0.5303,0.88,0.1642,2,3,5,22.96,26.515,88.0,11.0014,Summer,Light Precip,Night,0,40.0,60.0
3318,2011-05-23,2,0,5,3,0,1,1,3,0.54,0.5152,0.94,0.1642,0,4,4,22.14,25.759999999999998,94.0,11.0014,Summer,Light Precip,Night,0,0.0,100.0
3319,2011-05-23,2,0,5,4,0,1,1,2,0.54,0.5152,0.94,0.0,2,2,4,22.14,25.759999999999998,94.0,0.0,Summer,Mist,Night,0,50.0,50.0
3320,2011-05-23,2,0,5,5,0,1,1,2,0.54,0.5152,0.94,0.0,0,11,11,22.14,25.759999999999998,94.0,0.0,Summer,Mist,Night,0,0.0,100.0
3321,2011-05-23,2,0,5,6,0,1,1,2,0.54,0.5152,1.0,0.0,4,92,96,22.14,25.759999999999998,100.0,0.0,Summer,Mist,Morning,0,4.166666666666666,95.83333333333334
3322,2011-05-23,2,0,5,7,0,1,1,2,0.56,0.5303,0.94,0.1045,13,223,236,22.96,26.515,94.0,7.0015,Summer,Mist,Morning,1,5.508474576271186,94.49152542372882
3323,2011-05-23,2,0,5,8,0,1,1,1,0.6,0.5455,0.88,0.194,50,359,409,24.599999999999998,27.275,88.0,12.998000000000001,Summer,Clear,Morning,1,12.224938875305623,87.77506112469437
3324,2011-05-23,2,0,5,9,0,1,1,1,0.6,0.5455,0.88,0.2239,36,131,167,24.599999999999998,27.275,88.0,15.001299999999999,Summer,Clear,Morning,1,21.55688622754491,78.44311377245509
3325,2011-05-23,2,0,5,10,0,1,1,1,0.66,0.6212,0.74,0.2985,49,72,121,27.060000000000002,31.06,74.0,19.999499999999998,Summer,Clear,Morning,0,40.49586776859504,59.50413223140496
3326,2011-05-23,2,0,5,11,0,1,1,1,0.68,0.6364,0.69,0.3881,73,107,180,27.880000000000003,31.819999999999997,69.0,26.0027,Summer,Clear,Morning,0,40.55555555555556,59.44444444444444
3327,2011-05-23,2,0,5,12,0,1,1,1,0.68,0.6364,0.69,0.3881,65,139,204,27.880000000000003,31.819999999999997,69.0,26.0027,Summer,Clear,Afternoon,0,31.862745098039213,68.13725490196079
3328,2011-05-23,2,0,5,13,0,1,1,2,0.74,0.6818,0.58,0.4179,49,155,204,30.34,34.089999999999996,57.99999999999999,27.999299999999998,Summer,Mist,Afternoon,0,24.019607843137255,75.98039215686273
3329,2011-05-23,2,0,5,14,0,1,1,2,0.72,0.6818,0.62,0.5224,57,130,187,29.52,34.089999999999996,62.0,35.0008,Summer,Mist,Afternoon,0,30.481283422459892,69.5187165775401
3330,2011-05-23,2,0,5,15,0,1,1,2,0.72,0.6818,0.62,0.4478,57,119,176,29.52,34.089999999999996,62.0,30.002599999999997,Summer,Mist,Afternoon,0,32.38636363636363,67.61363636363636
3331,2011-05-23,2,0,5,16,0,1,1,2,0.72,0.6818,0.62,0.2985,56,223,279,29.52,34.089999999999996,62.0,19.999499999999998,Summer,Mist,Afternoon,0,20.07168458781362,79.92831541218638
3332,2011-05-23,2,0,5,17,0,1,1,3,0.72,0.6818,0.7,0.3881,56,373,429,29.52,34.089999999999996,70.0,26.0027,Summer,Light Precip,Afternoon,1,13.053613053613052,86.94638694638695
3333,2011-05-23,2,0,5,18,0,1,1,1,0.7,0.6667,0.74,0.2836,68,385,453,28.7,33.335,74.0,19.0012,Summer,Clear,Evening,1,15.011037527593817,84.98896247240619
3334,2011-05-23,2,0,5,19,0,1,1,1,0.7,0.6667,0.74,0.2239,56,302,358,28.7,33.335,74.0,15.001299999999999,Summer,Clear,Evening,1,15.64245810055866,84.35754189944134
3335,2011-05-23,2,0,5,20,0,1,1,1,0.64,0.5758,0.83,0.2239,39,271,310,26.240000000000002,28.79,83.0,15.001299999999999,Summer,Clear,Evening,0,12.580645161290322,87.41935483870968
3336,2011-05-23,2,0,5,21,0,1,1,1,0.64,0.5758,0.89,0.2239,33,155,188,26.240000000000002,28.79,89.0,15.001299999999999,Summer,Clear,Evening,0,17.5531914893617,82.4468085106383
3337,2011-05-23,2,0,5,22,0,1,1,1,0.62,0.5455,0.94,0.2239,25,106,131,25.419999999999998,27.275,94.0,15.001299999999999,Summer,Clear,Evening,0,19.083969465648856,80.91603053435115
3338,2011-05-23,2,0,5,23,0,1,1,2,0.62,0.5606,0.88,0.194,19,53,72,25.419999999999998,28.03,88.0,12.998000000000001,Summer,Mist,Evening,0,26.38888888888889,73.61111111111111
3339,2011-05-24,2,0,5,0,0,2,1,2,0.6,0.5152,0.94,0.194,12,23,35,24.599999999999998,25.759999999999998,94.0,12.998000000000001,Summer,Mist,Night,0,34.285714285714285,65.71428571428571
3340,2011-05-24,2,0,5,1,0,2,1,2,0.6,0.5152,0.94,0.1642,6,9,15,24.599999999999998,25.759999999999998,94.0,11.0014,Summer,Mist,Night,0,40.0,60.0
3341,2011-05-24,2,0,5,2,0,2,1,2,0.6,0.5152,0.94,0.194,2,8,10,24.599999999999998,25.759999999999998,94.0,12.998000000000001,Summer,Mist,Night,0,20.0,80.0
3342,2011-05-24,2,0,5,3,0,2,1,2,0.58,0.5455,0.94,0.1045,0,2,2,23.779999999999998,27.275,94.0,7.0015,Summer,Mist,Night,0,0.0,100.0
3343,2011-05-24,2,0,5,4,0,2,1,1,0.6,0.5455,0.88,0.1045,1,3,4,24.599999999999998,27.275,88.0,7.0015,Summer,Clear,Night,0,25.0,75.0
3344,2011-05-24,2,0,5,5,0,2,1,2,0.58,0.5455,0.94,0.2537,2,22,24,23.779999999999998,27.275,94.0,16.997899999999998,Summer,Mist,Night,0,8.333333333333332,91.66666666666666
3345,2011-05-24,2,0,5,6,0,2,1,2,0.58,0.5455,0.94,0.194,10,102,112,23.779999999999998,27.275,94.0,12.998000000000001,Summer,Mist,Morning,0,8.928571428571429,91.07142857142857
3346,2011-05-24,2,0,5,7,0,2,1,3,0.64,0.5909,0.78,0.194,26,288,314,26.240000000000002,29.544999999999998,78.0,12.998000000000001,Summer,Light Precip,Morning,1,8.280254777070063,91.71974522292994
3347,2011-05-24,2,0,5,8,0,2,1,3,0.62,0.5758,0.83,0.2239,31,403,434,25.419999999999998,28.79,83.0,15.001299999999999,Summer,Light Precip,Morning,1,7.142857142857142,92.85714285714286
3348,2011-05-24,2,0,5,9,0,2,1,2,0.64,0.6061,0.73,0.194,27,111,138,26.240000000000002,30.305,73.0,12.998000000000001,Summer,Mist,Morning,1,19.565217391304348,80.43478260869566
3349,2011-05-24,2,0,5,10,0,2,1,1,0.7,0.6515,0.61,0.3284,18,90,108,28.7,32.574999999999996,61.0,22.0028,Summer,Clear,Morning,0,16.666666666666664,83.33333333333334
3350,2011-05-24,2,0,5,11,0,2,1,1,0.74,0.6667,0.51,0.2239,33,142,175,30.34,33.335,51.0,15.001299999999999,Summer,Clear,Morning,0,18.857142857142858,81.14285714285714
3351,2011-05-24,2,0,5,12,0,2,1,1,0.76,0.6818,0.45,0.3881,41,129,170,31.16,34.089999999999996,45.0,26.0027,Summer,Clear,Afternoon,0,24.11764705882353,75.88235294117646
3352,2011-05-24,2,0,5,13,0,2,1,1,0.78,0.697,0.46,0.2537,38,152,190,31.98,34.849999999999994,46.0,16.997899999999998,Summer,Clear,Afternoon,0,20.0,80.0
3353,2011-05-24,2,0,5,14,0,2,1,1,0.78,0.697,0.46,0.2836,27,126,153,31.98,34.849999999999994,46.0,19.0012,Summer,Clear,Afternoon,0,17.647058823529413,82.35294117647058
3354,2011-05-24,2,0,5,15,0,2,1,3,0.74,0.6818,0.55,0.4179,59,129,188,30.34,34.089999999999996,55.00000000000001,27.999299999999998,Summer,Light Precip,Afternoon,0,31.382978723404253,68.61702127659575
3355,2011-05-24,2,0,5,16,0,2,1,1,0.66,0.6212,0.69,0.194,52,225,277,27.060000000000002,31.06,69.0,12.998000000000001,Summer,Clear,Afternoon,0,18.772563176895307,81.2274368231047
3356,2011-05-24,2,0,5,17,0,2,1,1,0.7,0.6515,0.61,0.1045,56,492,548,28.7,32.574999999999996,61.0,7.0015,Summer,Clear,Afternoon,1,10.218978102189782,89.78102189781022
3357,2011-05-24,2,0,5,18,0,2,1,1,0.7,0.6515,0.7,0.194,74,490,564,28.7,32.574999999999996,70.0,12.998000000000001,Summer,Clear,Evening,1,13.120567375886525,86.87943262411348
3358,2011-05-24,2,0,5,19,0,2,1,1,0.66,0.6212,0.74,0.194,45,310,355,27.060000000000002,31.06,74.0,12.998000000000001,Summer,Clear,Evening,1,12.676056338028168,87.32394366197182
3359,2011-05-24,2,0,5,20,0,2,1,1,0.66,0.6212,0.74,0.0896,39,241,280,27.060000000000002,31.06,74.0,6.0032,Summer,Clear,Evening,0,13.928571428571429,86.07142857142858
3360,2011-05-24,2,0,5,21,0,2,1,1,0.64,0.5909,0.78,0.0896,21,168,189,26.240000000000002,29.544999999999998,78.0,6.0032,Summer,Clear,Evening,0,11.11111111111111,88.88888888888889
3361,2011-05-24,2,0,5,22,0,2,1,3,0.62,0.5606,0.88,0.2239,26,115,141,25.419999999999998,28.03,88.0,15.001299999999999,Summer,Light Precip,Evening,0,18.439716312056735,81.56028368794325
3362,2011-05-24,2,0,5,23,0,2,1,3,0.66,0.6212,0.74,0.1642,13,53,66,27.060000000000002,31.06,74.0,11.0014,Summer,Light Precip,Evening,0,19.696969696969695,80.3030303030303
3363,2011-05-25,2,0,5,0,0,3,1,3,0.6,0.5606,0.83,0.2239,3,32,35,24.599999999999998,28.03,83.0,15.001299999999999,Summer,Light Precip,Night,0,8.571428571428571,91.42857142857143
3364,2011-05-25,2,0,5,1,0,3,1,3,0.58,0.5455,0.83,0.194,6,2,8,23.779999999999998,27.275,83.0,12.998000000000001,Summer,Light Precip,Night,0,75.0,25.0
3365,2011-05-25,2,0,5,2,0,3,1,2,0.56,0.5303,0.94,0.0,0,8,8,22.96,26.515,94.0,0.0,Summer,Mist,Night,0,0.0,100.0
3366,2011-05-25,2,0,5,3,0,3,1,1,0.54,0.5152,1.0,0.1343,0,9,9,22.14,25.759999999999998,100.0,8.9981,Summer,Clear,Night,0,0.0,100.0
3367,2011-05-25,2,0,5,4,0,3,1,1,0.54,0.5152,1.0,0.1045,0,3,3,22.14,25.759999999999998,100.0,7.0015,Summer,Clear,Night,0,0.0,100.0
3368,2011-05-25,2,0,5,5,0,3,1,1,0.56,0.5303,0.88,0.0896,2,23,25,22.96,26.515,88.0,6.0032,Summer,Clear,Night,0,8.0,92.0
3369,2011-05-25,2,0,5,6,0,3,1,1,0.56,0.5303,0.94,0.0896,4,113,117,22.96,26.515,94.0,6.0032,Summer,Clear,Morning,0,3.418803418803419,96.58119658119658
3370,2011-05-25,2,0,5,7,0,3,1,1,0.62,0.5909,0.73,0.1343,29,284,313,25.419999999999998,29.544999999999998,73.0,8.9981,Summer,Clear,Morning,1,9.26517571884984,90.73482428115017
3371,2011-05-25,2,0,5,8,0,3,1,1,0.64,0.6061,0.69,0.2239,36,495,531,26.240000000000002,30.305,69.0,15.001299999999999,Summer,Clear,Morning,1,6.779661016949152,93.22033898305084
3372,2011-05-25,2,0,5,9,0,3,1,1,0.68,0.6364,0.65,0.0896,27,207,234,27.880000000000003,31.819999999999997,65.0,6.0032,Summer,Clear,Morning,1,11.538461538461538,88.46153846153845
3373,2011-05-25,2,0,5,10,0,3,1,1,0.7,0.6515,0.61,0.0896,30,105,135,28.7,32.574999999999996,61.0,6.0032,Summer,Clear,Morning,0,22.22222222222222,77.77777777777779
3374,2011-05-25,2,0,5,11,0,3,1,1,0.74,0.6667,0.51,0.0896,36,104,140,30.34,33.335,51.0,6.0032,Summer,Clear,Morning,0,25.71428571428571,74.28571428571429
3375,2011-05-25,2,0,5,12,0,3,1,1,0.74,0.6818,0.55,0.1343,32,178,210,30.34,34.089999999999996,55.00000000000001,8.9981,Summer,Clear,Afternoon,0,15.238095238095239,84.76190476190476
3376,2011-05-25,2,0,5,13,0,3,1,1,0.74,0.6818,0.55,0.1343,39,163,202,30.34,34.089999999999996,55.00000000000001,8.9981,Summer,Clear,Afternoon,0,19.306930693069308,80.6930693069307
3377,2011-05-25,2,0,5,14,0,3,1,1,0.74,0.6818,0.55,0.1642,47,121,168,30.34,34.089999999999996,55.00000000000001,11.0014,Summer,Clear,Afternoon,0,27.976190476190478,72.02380952380952
3378,2011-05-25,2,0,5,15,0,3,1,1,0.76,0.697,0.52,0.2537,37,145,182,31.16,34.849999999999994,52.0,16.997899999999998,Summer,Clear,Afternoon,0,20.32967032967033,79.67032967032966
3379,2011-05-25,2,0,5,16,0,3,1,1,0.74,0.6667,0.51,0.2836,61,238,299,30.34,33.335,51.0,19.0012,Summer,Clear,Afternoon,0,20.401337792642142,79.59866220735786
3380,2011-05-25,2,0,5,17,0,3,1,1,0.74,0.6667,0.51,0.2239,77,524,601,30.34,33.335,51.0,15.001299999999999,Summer,Clear,Afternoon,1,12.81198003327787,87.18801996672212
3381,2011-05-25,2,0,5,18,0,3,1,1,0.72,0.6667,0.58,0.2239,66,451,517,29.52,33.335,57.99999999999999,15.001299999999999,Summer,Clear,Evening,1,12.76595744680851,87.2340425531915
3382,2011-05-25,2,0,5,19,0,3,1,1,0.7,0.6515,0.61,0.1343,73,332,405,28.7,32.574999999999996,61.0,8.9981,Summer,Clear,Evening,1,18.02469135802469,81.9753086419753
3383,2011-05-25,2,0,5,20,0,3,1,1,0.7,0.6515,0.61,0.1642,56,284,340,28.7,32.574999999999996,61.0,11.0014,Summer,Clear,Evening,0,16.470588235294116,83.52941176470588
3384,2011-05-25,2,0,5,21,0,3,1,1,0.66,0.6212,0.69,0.1343,33,203,236,27.060000000000002,31.06,69.0,8.9981,Summer,Clear,Evening,0,13.983050847457626,86.01694915254238
3385,2011-05-25,2,0,5,22,0,3,1,1,0.66,0.6212,0.69,0.2537,34,140,174,27.060000000000002,31.06,69.0,16.997899999999998,Summer,Clear,Evening,0,19.54022988505747,80.45977011494253
3386,2011-05-25,2,0,5,23,0,3,1,1,0.64,0.6061,0.73,0.1343,12,74,86,26.240000000000002,30.305,73.0,8.9981,Summer,Clear,Evening,0,13.953488372093023,86.04651162790698
3387,2011-05-26,2,0,5,0,0,4,1,1,0.64,0.6061,0.73,0.1343,11,34,45,26.240000000000002,30.305,73.0,8.9981,Summer,Clear,Night,0,24.444444444444443,75.55555555555556
3388,2011-05-26,2,0,5,1,0,4,1,1,0.64,0.6061,0.73,0.1343,3,13,16,26.240000000000002,30.305,73.0,8.9981,Summer,Clear,Night,0,18.75,81.25
3389,2011-05-26,2,0,5,2,0,4,1,1,0.62,0.5758,0.83,0.1045,7,7,14,25.419999999999998,28.79,83.0,7.0015,Summer,Clear,Night,0,50.0,50.0
3390,2011-05-26,2,0,5,3,0,4,1,1,0.6,0.5455,0.88,0.0896,0,4,4,24.599999999999998,27.275,88.0,6.0032,Summer,Clear,Night,0,0.0,100.0
3391,2011-05-26,2,0,5,4,0,4,1,1,0.6,0.5455,0.88,0.0,0,2,2,24.599999999999998,27.275,88.0,0.0,Summer,Clear,Night,0,0.0,100.0
3392,2011-05-26,2,0,5,5,0,4,1,2,0.6,0.5455,0.88,0.0896,2,25,27,24.599999999999998,27.275,88.0,6.0032,Summer,Mist,Night,0,7.4074074074074066,92.5925925925926
3393,2011-05-26,2,0,5,6,0,4,1,2,0.6,0.5,1.0,0.0896,4,94,98,24.599999999999998,25.0,100.0,6.0032,Summer,Mist,Morning,0,4.081632653061225,95.91836734693877
3394,2011-05-26,2,0,5,7,0,4,1,2,0.62,0.5455,0.94,0.2537,16,270,286,25.419999999999998,27.275,94.0,16.997899999999998,Summer,Mist,Morning,1,5.594405594405594,94.4055944055944
3395,2011-05-26,2,0,5,8,0,4,1,2,0.66,0.6061,0.83,0.1642,31,458,489,27.060000000000002,30.305,83.0,11.0014,Summer,Mist,Morning,1,6.339468302658487,93.66053169734151
3396,2011-05-26,2,0,5,9,0,4,1,1,0.72,0.6818,0.7,0.1642,22,194,216,29.52,34.089999999999996,70.0,11.0014,Summer,Clear,Morning,1,10.185185185185185,89.81481481481481
3397,2011-05-26,2,0,5,10,0,4,1,1,0.7,0.6667,0.74,0.2836,49,94,143,28.7,33.335,74.0,19.0012,Summer,Clear,Morning,0,34.26573426573427,65.73426573426573
3398,2011-05-26,2,0,5,11,0,4,1,1,0.74,0.697,0.66,0.2239,36,124,160,30.34,34.849999999999994,66.0,15.001299999999999,Summer,Clear,Morning,0,22.5,77.5
3399,2011-05-26,2,0,5,12,0,4,1,1,0.78,0.7424,0.59,0.3284,53,141,194,31.98,37.12,59.0,22.0028,Summer,Clear,Afternoon,0,27.31958762886598,72.68041237113401
3400,2011-05-26,2,0,5,13,0,4,1,1,0.82,0.7727,0.52,0.2836,52,145,197,33.62,38.635000000000005,52.0,19.0012,Summer,Clear,Afternoon,0,26.39593908629442,73.60406091370558
3401,2011-05-26,2,0,5,14,0,4,1,1,0.82,0.7727,0.52,0.2836,44,145,189,33.62,38.635000000000005,52.0,19.0012,Summer,Clear,Afternoon,0,23.28042328042328,76.71957671957672
3402,2011-05-26,2,0,5,15,0,4,1,2,0.82,0.7576,0.46,0.2836,40,101,141,33.62,37.88,46.0,19.0012,Summer,Mist,Afternoon,0,28.368794326241137,71.63120567375887
3403,2011-05-26,2,0,5,16,0,4,1,2,0.8,0.7424,0.49,0.3582,58,233,291,32.800000000000004,37.12,49.0,23.9994,Summer,Mist,Afternoon,0,19.93127147766323,80.06872852233677
3404,2011-05-26,2,0,5,17,0,4,1,1,0.8,0.7273,0.46,0.2836,49,445,494,32.800000000000004,36.364999999999995,46.0,19.0012,Summer,Clear,Afternoon,1,9.919028340080972,90.08097165991903
3405,2011-05-26,2,0,5,18,0,4,1,1,0.8,0.7273,0.46,0.3284,74,404,478,32.800000000000004,36.364999999999995,46.0,22.0028,Summer,Clear,Evening,1,15.481171548117153,84.51882845188284
3406,2011-05-26,2,0,5,19,0,4,1,1,0.78,0.697,0.46,0.3284,67,311,378,31.98,34.849999999999994,46.0,22.0028,Summer,Clear,Evening,1,17.724867724867725,82.27513227513228
3407,2011-05-26,2,0,5,20,0,4,1,1,0.72,0.6667,0.58,0.1642,55,267,322,29.52,33.335,57.99999999999999,11.0014,Summer,Clear,Evening,0,17.080745341614907,82.91925465838509
3408,2011-05-26,2,0,5,21,0,4,1,1,0.72,0.6818,0.62,0.0896,45,178,223,29.52,34.089999999999996,62.0,6.0032,Summer,Clear,Evening,0,20.179372197309416,79.82062780269058
3409,2011-05-26,2,0,5,22,0,4,1,1,0.7,0.6515,0.65,0.1343,23,157,180,28.7,32.574999999999996,65.0,8.9981,Summer,Clear,Evening,0,12.777777777777777,87.22222222222223
3410,2011-05-26,2,0,5,23,0,4,1,1,0.7,0.6515,0.65,0.194,17,73,90,28.7,32.574999999999996,65.0,12.998000000000001,Summer,Clear,Evening,0,18.88888888888889,81.11111111111111
3411,2011-05-27,2,0,5,0,0,5,1,1,0.68,0.6364,0.69,0.2537,14,55,69,27.880000000000003,31.819999999999997,69.0,16.997899999999998,Summer,Clear,Night,0,20.28985507246377,79.71014492753623
3412,2011-05-27,2,0,5,1,0,5,1,1,0.7,0.6515,0.58,0.2985,14,36,50,28.7,32.574999999999996,57.99999999999999,19.999499999999998,Summer,Clear,Night,0,28.000000000000004,72.0
3413,2011-05-27,2,0,5,2,0,5,1,1,0.68,0.6364,0.61,0.2239,6,12,18,27.880000000000003,31.819999999999997,61.0,15.001299999999999,Summer,Clear,Night,0,33.33333333333333,66.66666666666666
3414,2011-05-27,2,0,5,3,0,5,1,1,0.66,0.6212,0.65,0.0896,1,11,12,27.060000000000002,31.06,65.0,6.0032,Summer,Clear,Night,0,8.333333333333332,91.66666666666666
3415,2011-05-27,2,0,5,4,0,5,1,1,0.64,0.6061,0.69,0.1343,2,5,7,26.240000000000002,30.305,69.0,8.9981,Summer,Clear,Night,0,28.57142857142857,71.42857142857143
3416,2011-05-27,2,0,5,5,0,5,1,1,0.64,0.6061,0.65,0.2836,2,29,31,26.240000000000002,30.305,65.0,19.0012,Summer,Clear,Night,0,6.451612903225806,93.54838709677419
3417,2011-05-27,2,0,5,6,0,5,1,1,0.64,0.6061,0.69,0.0896,8,73,81,26.240000000000002,30.305,69.0,6.0032,Summer,Clear,Morning,0,9.876543209876543,90.12345679012346
3418,2011-05-27,2,0,5,7,0,5,1,1,0.64,0.6061,0.73,0.1642,20,229,249,26.240000000000002,30.305,73.0,11.0014,Summer,Clear,Morning,1,8.032128514056225,91.96787148594377
3419,2011-05-27,2,0,5,8,0,5,1,1,0.66,0.6212,0.74,0.2836,25,393,418,27.060000000000002,31.06,74.0,19.0012,Summer,Clear,Morning,1,5.980861244019139,94.01913875598086
3420,2011-05-27,2,0,5,9,0,5,1,1,0.7,0.6515,0.65,0.2836,37,190,227,28.7,32.574999999999996,65.0,19.0012,Summer,Clear,Morning,1,16.299559471365637,83.70044052863436
3421,2011-05-27,2,0,5,10,0,5,1,1,0.72,0.6667,0.54,0.3881,42,111,153,29.52,33.335,54.0,26.0027,Summer,Clear,Morning,0,27.450980392156865,72.54901960784314
3422,2011-05-27,2,0,5,11,0,5,1,2,0.74,0.6818,0.55,0.3284,40,126,166,30.34,34.089999999999996,55.00000000000001,22.0028,Summer,Mist,Morning,0,24.096385542168676,75.90361445783132
3423,2011-05-27,2,0,5,12,0,5,1,2,0.76,0.697,0.55,0.2985,53,190,243,31.16,34.849999999999994,55.00000000000001,19.999499999999998,Summer,Mist,Afternoon,0,21.810699588477366,78.18930041152264
3424,2011-05-27,2,0,5,13,0,5,1,1,0.74,0.6818,0.58,0.194,51,158,209,30.34,34.089999999999996,57.99999999999999,12.998000000000001,Summer,Clear,Afternoon,0,24.401913875598087,75.5980861244019
3425,2011-05-27,2,0,5,14,0,5,1,1,0.76,0.697,0.55,0.2537,51,188,239,31.16,34.849999999999994,55.00000000000001,16.997899999999998,Summer,Clear,Afternoon,0,21.338912133891213,78.66108786610879
3426,2011-05-27,2,0,5,15,0,5,1,1,0.78,0.7121,0.49,0.2836,98,258,356,31.98,35.605,49.0,19.0012,Summer,Clear,Afternoon,0,27.52808988764045,72.47191011235955
3427,2011-05-27,2,0,5,16,0,5,1,2,0.76,0.697,0.55,0.3881,63,356,419,31.16,34.849999999999994,55.00000000000001,26.0027,Summer,Mist,Afternoon,0,15.035799522673033,84.96420047732697
3428,2011-05-27,2,0,5,17,0,5,1,1,0.74,0.6818,0.58,0.3881,77,414,491,30.34,34.089999999999996,57.99999999999999,26.0027,Summer,Clear,Afternoon,1,15.682281059063136,84.31771894093686
3429,2011-05-27,2,0,5,18,0,5,1,2,0.72,0.6818,0.62,0.2985,89,310,399,29.52,34.089999999999996,62.0,19.999499999999998,Summer,Mist,Evening,1,22.305764411027567,77.69423558897243
3430,2011-05-27,2,0,5,19,0,5,1,3,0.6,0.5758,0.78,0.2537,69,210,279,24.599999999999998,28.79,78.0,16.997899999999998,Summer,Light Precip,Evening,1,24.731182795698924,75.26881720430107
3431,2011-05-27,2,0,5,20,0,5,1,2,0.62,0.5909,0.73,0.2239,24,120,144,25.419999999999998,29.544999999999998,73.0,15.001299999999999,Summer,Mist,Evening,0,16.666666666666664,83.33333333333334
3432,2011-05-27,2,0,5,21,0,5,1,1,0.6,0.5606,0.83,0.1045,37,114,151,24.599999999999998,28.03,83.0,7.0015,Summer,Clear,Evening,0,24.503311258278146,75.49668874172185
3433,2011-05-27,2,0,5,22,0,5,1,1,0.6,0.5758,0.78,0.1343,25,116,141,24.599999999999998,28.79,78.0,8.9981,Summer,Clear,Evening,0,17.73049645390071,82.26950354609929
3434,2011-05-27,2,0,5,23,0,5,1,1,0.58,0.5455,0.88,0.1343,23,104,127,23.779999999999998,27.275,88.0,8.9981,Summer,Clear,Evening,0,18.11023622047244,81.88976377952756
3435,2011-05-28,2,0,5,0,0,6,0,1,0.58,0.5455,0.88,0.1343,15,79,94,23.779999999999998,27.275,88.0,8.9981,Summer,Clear,Night,0,15.957446808510639,84.04255319148936
3436,2011-05-28,2,0,5,1,0,6,0,1,0.58,0.5455,0.88,0.194,8,47,55,23.779999999999998,27.275,88.0,12.998000000000001,Summer,Clear,Night,0,14.545454545454545,85.45454545454545
3437,2011-05-28,2,0,5,2,0,6,0,1,0.56,0.5303,0.94,0.194,13,35,48,22.96,26.515,94.0,12.998000000000001,Summer,Clear,Night,0,27.083333333333332,72.91666666666666
3438,2011-05-28,2,0,5,3,0,6,0,1,0.56,0.5303,0.88,0.2239,2,13,15,22.96,26.515,88.0,15.001299999999999,Summer,Clear,Night,0,13.333333333333334,86.66666666666667
3439,2011-05-28,2,0,5,4,0,6,0,1,0.56,0.5303,0.88,0.2537,0,4,4,22.96,26.515,88.0,16.997899999999998,Summer,Clear,Night,0,0.0,100.0
3440,2011-05-28,2,0,5,5,0,6,0,1,0.56,0.5303,0.88,0.2239,4,3,7,22.96,26.515,88.0,15.001299999999999,Summer,Clear,Night,0,57.14285714285714,42.857142857142854
3441,2011-05-28,2,0,5,6,0,6,0,1,0.58,0.5455,0.83,0.2537,3,16,19,23.779999999999998,27.275,83.0,16.997899999999998,Summer,Clear,Morning,0,15.789473684210526,84.21052631578947
3442,2011-05-28,2,0,5,7,0,6,0,1,0.6,0.5606,0.83,0.2537,17,33,50,24.599999999999998,28.03,83.0,16.997899999999998,Summer,Clear,Morning,0,34.0,66.0
3443,2011-05-28,2,0,5,8,0,6,0,1,0.62,0.5909,0.78,0.194,27,75,102,25.419999999999998,29.544999999999998,78.0,12.998000000000001,Summer,Clear,Morning,0,26.47058823529412,73.52941176470588
3444,2011-05-28,2,0,5,9,0,6,0,1,0.64,0.6061,0.73,0.2537,61,116,177,26.240000000000002,30.305,73.0,16.997899999999998,Summer,Clear,Morning,0,34.463276836158194,65.5367231638418
3445,2011-05-28,2,0,5,10,0,6,0,1,0.7,0.6515,0.65,0.2239,110,166,276,28.7,32.574999999999996,65.0,15.001299999999999,Summer,Clear,Morning,0,39.85507246376812,60.14492753623188
